Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,num_academia,num_company
323,TransMS: Knowledge Graph Embedding for Complex Relations by Multidirectional Semantics,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,12.0,0.0
324,Spotting Collective Behaviour of Online Frauds in Customer Reviews,Indraprastha Institute of Information Technology Delhi,Indraprastha Institute of Information Technology Delhi,Netaji Subhas University of Technology,Indraprastha Institute of Information Technology Delhi,,,,,,,,,,,,,,,,,,,,,4.0,0.0
325,Maximin-Aware Allocations of Indivisible Goods,University of Nebraska–Lincoln,Stony Brook University,Stony Brook University,University of Vienna,,,,,,,,,,,,,,,,,,,,,4.0,0.0
326,Adversarial Examples for Graph Data: Deep Insights into Attack and Defense,UNSW Sydney,Data61,Data61,Data61,Data61,National University of Defense Technology,UNSW Sydney,Data61,,,,,,,,,,,,,,,,,8.0,0.0
327,Graph and Autoencoder Based Feature Extraction for Zero-shot Learning,Xidian University,Xidian University,Xidian University,University of Warwick,Xidian University,Xidian University,Xidian University,,,,,,,,,,,,,,,,,,7.0,0.0
328,On Principled Entropy Exploration in Policy Optimization,University of Alberta,University of Alberta, Borealis AI La,University of Alberta,University of Alberta,,,,,,,,,,,,,,,,,,,,4.0,1.0
329,"Complexity Bounds for the Controllability of Temporal Networks with Conditions, Disjunctions, and Uncertainty (Extended Abstract) *",Massachusetts Institute of Technology,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
330,"The Quest For ""Always-On"" Autonomous Mobile Robots",University of Massachusetts Amherst,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
331,Unsupervised Learning of Scene Flow Estimation Fusing with Local Rigidity,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
332,Mutually Reinforced Spatio-Temporal Convolutional Tube for Human Action Recognition,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,Wuhan University,Microsoft Research Asia (China),,,,,,,,,,,,,,,,,,,,4.0,1.0
333,PD-GAN: Adversarial Learning for Personalized Diversity-Promoting Recommendation,Nanyang Technological University, The Joint NTU-UBC Research Centre of Excellenc,Nanyang Technological University, The Joint NTU-UBC Research Centre of Excellenc,Nanyang Technological University, The Joint NTU-UBC Research Centre of Excellenc,Nanyang Technological University,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),,,,,,,,,,,,,,,4.0,3.0
334,Heterogeneous Graph Matching Networks for Unknown Malware Detection,University of Illinois at Chicago," NEC Laboratories America, US"," NEC Laboratories America, US"," NEC Laboratories America, US"," NEC Laboratories America, US"," NEC Laboratories America, US"," NEC Laboratories America, US"," NEC Laboratories America, US"," NEC Laboratories America, US",University of Illinois at Chicago," NEC Laboratories America, US",Tsinghua University,,,,,,,,,,,,,3.0,0.0
335,A Span-based Joint Model for Opinion Target Extraction and Target Sentiment Classification,Institute of Information Engineering,University of Chinese Academy of Sciences,University of Turin,Institute of Information Engineering,Institute of Information Engineering,Institute of Information Engineering,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,7.0,0.0
336,Partitioning Techniques in LTL f Synthesis,Rice University,Rice University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
337,Twin-Systems to Explain Artificial Neural Networks using Case-Based Reasoning: Comparative Tests of Feature-Weighting Methods in ANN-CBR Twins for XAI,University College Dublin,Accenture (Ireland),University College Dublin,Accenture (Ireland),Aptiv (Ireland),,,,,,,,,,,,,,,,,,,,2.0,0.0
338,Learning to Learn Gradient Aggregation by Gradient Descent,Case Western Reserve University,Case Western Reserve University,Kent State University,Case Western Reserve University,Case Western Reserve University,Case Western Reserve University,,,,,,,,,,,,,,,,,,,6.0,0.0
339,"Technical, Hard and Explainable Question Answering (THE-QA)",University of the State of Amazonas,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
340,Data Poisoning Attack against Knowledge Graph Embedding,"University at Buffalo, State University of New York","University at Buffalo, State University of New York","University at Buffalo, State University of New York","University at Buffalo, State University of New York","University at Buffalo, State University of New York",Alibaba Group (United States),Zhejiang University,,,,,,,,,,,,,,,,,,6.0,1.0
341,Demystifying the Combination of Dynamic Slicing and Spectrum-based Fault Localization,University of Lisbon,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,University of Lisbon,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,Federal University of Pernambuco,,,,,,,,,,,,,,,,,,,,5.0,0.0
342,E 2 GAN: End-to-End Generative Adversarial Network for Multivariate Time Series Imputation,Nankai University,Nankai University,Nankai University,Nankai University,Nankai University,,,,,,,,,,,,,,,,,,,,5.0,0.0
343,Out of Sight But Not Out of Mind: An Answer Set Programming Based Online Abduction Framework for Visual Sensemaking in Autonomous Driving,University of Bremen,Visio,Örebro University,Visio,Visio,,,,,,,,,,,,,,,,,,,,5.0,0.0
344,Unsupervised Inductive Graph-Level Representation Learning via Graph-Graph Proximity,"University of California, Los Angeles",Purdue University West Lafayette,"University of California, Los Angeles","University of California, Los Angeles","University of California, Los Angeles","University of California, Los Angeles","University of California, Los Angeles","University of California, Los Angeles",,,,,,,,,,,,,,,,,8.0,0.0
345,A Value-based Trust Assessment Model for Multi-agent Systems,Macquarie University,Macquarie University,University of Wollongong,University of Wollongong,,,,,,,,,,,,,,,,,,,,,4.0,0.0
346,CounterFactual Regression with Importance Sampling Weights,University of Alberta,University of Alberta,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
347,DiffChaser: Detecting Disagreements for Deep Neural Networks,Nanyang Technological University,Kyushu University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Zhejiang University of Science and Technology,Tianjin University,,,,,,,,,,,,,,,,,,7.0,0.0
348,Learning to Select Knowledge for Response Generation in Dialog Systems," Baidu Inc., Chin",Hong Kong University of Science and Technology," Baidu Inc., Chin"," Baidu Inc., Chin"," Baidu Inc., Chin",,,,,,,,,,,,,,,,,,,,1.0,0.0
349,Randomized Greedy Search for Structured Prediction: Amortized Inference and Learning,Oregon State University Cascades,Washington State University,Washington State University,Washington State University,Washington State University," Department of Computer and Information Science, University of Pennsylvani",,,,,,,,,,,,,,,,,,,4.0,0.0
350,Joint Link Prediction and Network Alignment via Cross-graph Embedding,East China Normal University,East China Normal University,Shanghai Jiao Tong University,East China Normal University,East China Normal University,East China Normal University,,,,,,,,,,,,,,,,,,,6.0,0.0
351,IRC-GAN: Introspective Recurrent Convolutional GAN for Text-to-video Generation,Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
352,Successor Options: An Option Discovery Framework for Reinforcement Learning,Indian Institute of Technology Madras,Indian Institute of Technology Madras,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
353,Localizing Unseen Activities in Video via Image Query,Zhejiang University,Zhejiang University,Zhejiang University,University of Electronic Science and Technology of China,Zhejiang University,,,,,,,,,,,,,,,,,,,,5.0,0.0
354,Accelerated Inference Framework of Sparse Neural Network Based on Nested Bitmask Structure,Wuhan University,Wuhan University,Wuhan University,National University of Defense Technology,National University of Defense Technology,,,,,,,,,,,,,,,,,,,,5.0,0.0
355,Correlating Preferences and Attributes: Nearly Single-Crossing Profiles,University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
356,Multiple Noisy Label Distribution Propagation for Crowdsourcing,China University of Geosciences,China University of Geosciences,China University of Geosciences,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
357,Stratified Evidence Logics,Toulouse Institute of Computer Science Research,Ghent University,Toulouse Institute of Computer Science Research,Toulouse Institute of Computer Science Research,,,,,,,,,,,,,,,,,,,,,4.0,0.0
358,Region Deformer Networks for Unsupervised Depth Estimation from Unconstrained Monocular Videos,University of Science and Technology of China,Nanyang Technological University,Nanyang Technological University,University of Science and Technology of China,,,,,,,,,,,,,,,,,,,,,4.0,0.0
359,Taskonomy: Disentangling Task Transfer Learning,Stanford University,"University of California, Berkeley",Stanford University,Stanford University,Stanford University,"University of California, Berkeley",Stanford University,,,,,,,,,,,,,,,,,,7.0,0.0
360,Discovering Reliable Dependencies from Data: Hardness and Improved Algorithms *,Max Planck Institute for Informatics,Monash University,Helmholtz Center for Information Security,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
361,Correlation-Sensitive Next-Basket Recommendation,Singapore Management University,Singapore Management University,Singapore Management University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
362,SparseSense: Human Activity Recognition from Highly Sparse Sensor Data-streams Using Set-based Neural Networks,University of Adelaide,University of Adelaide,University of Adelaide,University of Adelaide,,,,,,,,,,,,,,,,,,,,,4.0,0.0
363,mdfa: Multi-Differential Fairness Auditor for Black Box Classifiers,George Mason University,George Mason University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
364,STG2Seq: Spatial-Temporal Graph to Sequence Model for Multi-step Passenger Demand Forecasting,UNSW Sydney,UNSW Sydney,UNSW Sydney,University of Technology,Macquarie University,,,,,,,,,,,,,,,,,,,,5.0,0.0
365,DatalogMTL: Computational Complexity and Expressive Power,University of Oxford,University of Warsaw,University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,,,5.0,0.0
366,Exploiting Social Influence to Control Elections Based on Scoring Rules,Gran Sasso Science Institute,Gran Sasso Science Institute,Gran Sasso Science Institute,Gran Sasso Science Institute,Gran Sasso Science Institute,,,,,,,,,,,,,,,,,,,,5.0,0.0
367,Heterogeneous Gaussian Mechanism: Preserving Differential Privacy in Deep Learning with Provable Robustness,New Jersey Institute of Technology,University of Florida,New Jersey Institute of Technology,Kent State University,University of Oregon,University of Arkansas at Fayetteville,University of Florida,,,,,,,,,,,,,,,,,,7.0,0.0
368,On Privacy Protection of Latent Dirichlet Allocation Model Training,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,,,,,,,,,,,,,,,,9.0,0.0
369,Knowledge Amalgamation from Heterogeneous Networks by Common Feature Learning,Zhejiang University,Stevens Institute of Technology,Zhejiang University,Alibaba Group (China),Yunnan University,Zhejiang University,,,,,,,,,,,,,,,,,,,5.0,1.0
370,Preference Elicitation and Explanation in Iterative Planning,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
371,Visionary Security: Using Uncertain Real-Time Information in Signaling Games,Harvard University,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
372,Assumed Density Filtering Q-learning,University of Pennsylvania,University of Pennsylvania,University of Pennsylvania," Cornell Tech, New York, NY 1004",,,,,,,,,,,,,,,,,,,,,4.0,0.0
373,What to Expect of Classifiers? Reasoning about Logistic Regression with Missing Features,"University of California, Los Angeles","University of California, Los Angeles","University of California, Los Angeles","University of California, Los Angeles",,,,,,,,,,,,,,,,,,,,,4.0,0.0
374,Bayesian Inference of Linear Temporal Logic Specifications for Contrastive Explanations, MIT Computer Science and Artificial Intelligence Laborator, MIT-IBM Watson AI La, MIT Computer Science and Artificial Intelligence Laborator, MIT-IBM Watson AI La, MIT Computer Science and Artificial Intelligence Laborator,,,,,,,,,,,,,,,,,,,,3.0,2.0
375,Earliest-Completion Scheduling of Contract Algorithms with End Guarantees,Laboratoire de Recherche en Informatique de Paris 6,Laboratoire de Recherche en Informatique de Paris 6,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
376,The Dangers of Post-hoc Interpretability: Unjustified Counterfactual Explanations,Laboratoire de Recherche en Informatique de Paris 6,Laboratoire de Recherche en Informatique de Paris 6,Laboratoire de Recherche en Informatique de Paris 6,AXA (France),Laboratoire de Recherche en Informatique de Paris 6,AXA (France),Polish Academy of Sciences,,,,,,,,,,,,,,,,,,5.0,2.0
377,Not All FPRASs are Equal: Demystifying FPRASs for DNF-Counting,National University of Singapore,Rice University,Rice University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
378,Causal Embeddings for Recommendation: An Extended Abstract *,Durham University,Criteo (France),Criteo (France),,,,,,,,,,,,,,,,,,,,,,1.0,2.0
379,Statistical Guarantees for the Robustness of Bayesian Neural Networks,University of Oxford,University of Oxford,University of Oxford,Royal Holloway University of London,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,,6.0,0.0
380,A Quantitative Analysis of Multi-Winner Rules,TU Wien,University of Warsaw,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
